dataset,dataset_label,model,model_label,segment_index,start_index,end_index,start_frame,end_frame,length,start_image,end_image,low_conf_count,no_detection_count,weird_count,box_jump_count,high_conf_weird_count,bad_rate,good_rate,mean_top1_conf,fda_mix_bad_count,fda_mix_bad_rate,fda_mix_low_conf_count,fda_mix_weird_count,fda_mix_box_jump_count,fda_mix_high_conf_weird_count,fda_mix_max_bad_streak,current_odad_bad_count,current_odad_bad_rate,current_odad_low_conf_count,current_odad_weird_count,current_odad_box_jump_count,current_odad_high_conf_weird_count,current_odad_max_bad_streak,shadow_5500_bad_count,shadow_5500_bad_rate,shadow_5500_low_conf_count,shadow_5500_weird_count,shadow_5500_box_jump_count,shadow_5500_high_conf_weird_count,shadow_5500_max_bad_streak,shadow_6500_bad_count,shadow_6500_bad_rate,shadow_6500_low_conf_count,shadow_6500_weird_count,shadow_6500_box_jump_count,shadow_6500_high_conf_weird_count,shadow_6500_max_bad_streak,rank_by_model_length
lab,Lab,fda_mix,FDA-mix,61,843,843,844,844,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00844.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00844.jpg,0,0,1,0,0,1.0,0.0,0.626034140586853,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,318
lab,Lab,fda_mix,FDA-mix,62,845,845,846,846,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00846.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00846.jpg,0,0,1,0,1,1.0,0.0,0.8972578644752502,1,1.0,0,1,0,1,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,319
lab,Lab,fda_mix,FDA-mix,64,862,862,863,863,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00863.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00863.jpg,0,0,1,0,1,1.0,0.0,0.9001423120498657,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,320
lab,Lab,fda_mix,FDA-mix,65,867,867,868,868,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00868.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00868.jpg,0,0,1,0,1,1.0,0.0,0.7545261979103088,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,321
lab,Lab,fda_mix,FDA-mix,66,869,869,870,870,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00870.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00870.jpg,0,0,1,0,1,1.0,0.0,0.8817736506462097,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,322
lab,Lab,fda_mix,FDA-mix,67,872,872,873,873,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00873.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00873.jpg,0,0,1,0,1,1.0,0.0,0.8572700023651123,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,323
lab,Lab,fda_mix,FDA-mix,69,880,880,881,881,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00881.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00881.jpg,0,0,1,0,1,1.0,0.0,0.862629234790802,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,324
lab,Lab,fda_mix,FDA-mix,70,884,884,885,885,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00885.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00885.jpg,0,0,1,0,1,1.0,0.0,0.9149945974349976,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,325
lab,Lab,fda_mix,FDA-mix,71,894,894,895,895,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00895.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00895.jpg,0,0,1,0,1,1.0,0.0,0.7740784883499146,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,326
lab,Lab,fda_mix,FDA-mix,72,898,898,899,899,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00899.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00899.jpg,0,0,1,0,1,1.0,0.0,0.7728108763694763,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,327
lab,Lab,fda_mix,FDA-mix,76,931,931,932,932,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00932.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00932.jpg,0,0,1,0,1,1.0,0.0,0.755530059337616,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,328
lab,Lab,fda_mix,FDA-mix,78,952,952,953,953,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00953.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00953.jpg,1,0,1,0,0,1.0,0.0,0.10986753553152084,1,1.0,1,1,0,0,1,1,1.0,1,0,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,1,0,1,329
lab,Lab,fda_mix,FDA-mix,79,959,959,960,960,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00960.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00960.jpg,0,0,1,0,1,1.0,0.0,0.7844150066375732,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,330
lab,Lab,fda_mix,FDA-mix,83,1041,1041,1042,1042,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01042.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01042.jpg,0,0,1,0,1,1.0,0.0,0.8644850850105286,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,331
lab,Lab,fda_mix,FDA-mix,84,1047,1047,1048,1048,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01048.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01048.jpg,1,0,0,0,0,1.0,0.0,0.13215789198875427,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,332
lab,Lab,fda_mix,FDA-mix,86,1083,1083,1084,1084,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01084.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01084.jpg,1,0,0,0,0,1.0,0.0,0.03941570222377777,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,333
lab,Lab,fda_mix,FDA-mix,87,1135,1135,1136,1136,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01136.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01136.jpg,0,0,1,0,1,1.0,0.0,0.845934271812439,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,334
lab,Lab,fda_mix,FDA-mix,89,1177,1177,1178,1178,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01178.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01178.jpg,0,0,1,0,1,1.0,0.0,0.8534868955612183,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,335
lab,Lab,fda_mix,FDA-mix,90,1180,1180,1181,1181,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01181.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01181.jpg,0,0,1,0,1,1.0,0.0,0.8575443029403687,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,336
lab,Lab,fda_mix,FDA-mix,91,1183,1183,1184,1184,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01184.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01184.jpg,0,0,1,0,1,1.0,0.0,0.8545855283737183,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,337
lab,Lab,fda_mix,FDA-mix,92,1186,1186,1187,1187,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01187.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01187.jpg,0,0,1,0,1,1.0,0.0,0.8492358922958374,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,338
lab,Lab,fda_mix,FDA-mix,96,1261,1261,1262,1262,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01262.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01262.jpg,1,0,0,0,0,1.0,0.0,0.18889659643173218,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,339
lab,Lab,fda_mix,FDA-mix,97,1333,1333,1334,1334,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01334.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01334.jpg,0,0,1,0,0,1.0,0.0,0.3958088457584381,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,340
lab,Lab,fda_mix,FDA-mix,98,1449,1449,1450,1450,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01450.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01450.jpg,0,0,1,0,0,1.0,0.0,0.6270207166671753,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,341
lab,Lab,fda_mix,FDA-mix,99,1470,1470,1471,1471,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01471.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01471.jpg,0,0,1,0,1,1.0,0.0,0.7661832571029663,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,342
lab,Lab,fda_mix,FDA-mix,100,1472,1472,1473,1473,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01473.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01473.jpg,0,0,1,0,1,1.0,0.0,0.808935821056366,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,343
lab,Lab,fda_mix,FDA-mix,101,1483,1483,1484,1484,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01484.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01484.jpg,0,0,1,0,1,1.0,0.0,0.8314126133918762,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,344
lab,Lab,fda_mix,FDA-mix,103,1500,1500,1501,1501,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01501.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01501.jpg,0,0,1,0,1,1.0,0.0,0.7762719988822937,1,1.0,0,1,0,1,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,345
lab,Lab,fda_mix,FDA-mix,111,1655,1655,1656,1656,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01656.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01656.jpg,0,0,1,0,0,1.0,0.0,0.595679521560669,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,0,0,1,0,1,1,1.0,0,1,0,0,1,346
lab,Lab,fda_mix,FDA-mix,114,1678,1678,1679,1679,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01679.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01679.jpg,0,0,1,0,0,1.0,0.0,0.6497474908828735,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1.0,0,1,0,0,1,347
lab,Lab,fda_mix,FDA-mix,123,1766,1766,1767,1767,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01767.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01767.jpg,1,0,1,0,0,1.0,0.0,0.09594617038965225,1,1.0,1,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,0,1,0,0,1,348
lab,Lab,fda_mix,FDA-mix,126,1780,1780,1781,1781,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01781.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01781.jpg,0,0,1,0,0,1.0,0.0,0.522014319896698,1,1.0,0,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,0,1,0,0,1,349
lab,Lab,fda_mix,FDA-mix,130,1795,1795,1796,1796,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01796.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01796.jpg,0,0,1,0,1,1.0,0.0,0.807899534702301,1,1.0,0,1,0,1,1,1,1.0,0,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,0,1,0,0,1,350
lab,Lab,fda_mix,FDA-mix,132,1809,1809,1810,1810,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01810.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01810.jpg,0,0,1,0,1,1.0,0.0,0.7670667767524719,1,1.0,0,1,0,1,1,1,1.0,0,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,351
lab,Lab,fda_mix,FDA-mix,133,1816,1816,1817,1817,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01817.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01817.jpg,0,0,1,0,0,1.0,0.0,0.5379294753074646,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,352
lab,Lab,fda_mix,FDA-mix,134,1821,1821,1822,1822,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01822.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01822.jpg,0,0,1,0,0,1.0,0.0,0.586219310760498,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,1,0,1,1,1.0,1,1,0,0,1,353
lab,Lab,fda_mix,FDA-mix,137,1915,1915,1916,1916,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01916.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01916.jpg,0,0,1,0,1,1.0,0.0,0.8778914213180542,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,354
lab,Lab,fda_mix,FDA-mix,141,1957,1957,1958,1958,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01958.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01958.jpg,0,0,1,0,1,1.0,0.0,0.898451566696167,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,355
lab,Lab,fda_mix,FDA-mix,142,1959,1959,1960,1960,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01960.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01960.jpg,0,0,1,0,1,1.0,0.0,0.9065729975700378,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,356
lab,Lab,fda_mix,FDA-mix,143,1962,1962,1963,1963,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01963.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01963.jpg,0,0,1,0,1,1.0,0.0,0.9107608199119568,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,357
lab,Lab,fda_mix,FDA-mix,145,1975,1975,1976,1976,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01976.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01976.jpg,0,0,1,0,1,1.0,0.0,0.9150511622428894,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,358
lab,Lab,fda_mix,FDA-mix,146,1982,1982,1983,1983,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01983.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01983.jpg,0,0,1,0,1,1.0,0.0,0.89069002866745,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,359
lab,Lab,fda_mix,FDA-mix,154,2022,2022,2023,2023,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02023.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02023.jpg,0,0,1,0,0,1.0,0.0,0.7423579692840576,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,360
lab,Lab,fda_mix,FDA-mix,156,2028,2028,2029,2029,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02029.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02029.jpg,0,0,1,0,1,1.0,0.0,0.7588662505149841,1,1.0,0,1,0,1,1,1,1.0,1,0,1,0,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,361
lab,Lab,fda_mix,FDA-mix,160,2068,2068,2069,2069,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02069.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02069.jpg,1,0,0,0,0,1.0,0.0,0.24484404921531677,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,362
lab,Lab,fda_mix,FDA-mix,161,2072,2072,2073,2073,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02073.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02073.jpg,1,0,0,0,0,1.0,0.0,0.24047261476516724,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,363
lab,Lab,fda_mix,FDA-mix,162,2074,2074,2075,2075,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02075.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02075.jpg,1,0,0,0,0,1.0,0.0,0.016207942739129066,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,364
lab,Lab,fda_mix,FDA-mix,165,2096,2096,2097,2097,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02097.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02097.jpg,0,0,1,0,1,1.0,0.0,0.7814286947250366,1,1.0,0,1,0,1,1,1,1.0,1,0,1,0,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,365
lab,Lab,fda_mix,FDA-mix,170,2152,2152,2153,2153,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02153.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02153.jpg,0,0,1,0,0,1.0,0.0,0.7436355352401733,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,366
lab,Lab,fda_mix,FDA-mix,171,2167,2167,2168,2168,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02168.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02168.jpg,1,0,0,0,0,1.0,0.0,0.058980852365493774,1,1.0,1,0,0,0,1,1,1.0,1,0,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,1,0,1,367
lab,Lab,fda_mix,FDA-mix,172,2170,2170,2171,2171,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02171.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02171.jpg,0,0,1,0,0,1.0,0.0,0.6340216994285583,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,368
lab,Lab,fda_mix,FDA-mix,174,2188,2188,2189,2189,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02189.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02189.jpg,0,0,1,0,1,1.0,0.0,0.852655291557312,1,1.0,0,1,0,1,1,1,1.0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,369
lab,Lab,fda_mix,FDA-mix,175,2265,2265,2266,2266,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02266.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02266.jpg,0,0,1,0,1,1.0,0.0,0.8216019868850708,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,370
lab,Lab,fda_mix,FDA-mix,176,2267,2267,2268,2268,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02268.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02268.jpg,0,0,1,0,1,1.0,0.0,0.8487602472305298,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,371
lab,Lab,fda_mix,FDA-mix,177,2270,2270,2271,2271,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02271.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02271.jpg,0,0,1,0,1,1.0,0.0,0.8136083483695984,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,372
lab,Lab,fda_mix,FDA-mix,178,2273,2273,2274,2274,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02274.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02274.jpg,0,0,1,0,1,1.0,0.0,0.805474579334259,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,373
lab,Lab,fda_mix,FDA-mix,186,2329,2329,2330,2330,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02330.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02330.jpg,0,0,1,0,1,1.0,0.0,0.7963816523551941,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,374
lab,Lab,fda_mix,FDA-mix,188,2348,2348,2349,2349,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02349.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02349.jpg,0,0,1,0,0,1.0,0.0,0.7034573554992676,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,375
lab,Lab,fda_mix,FDA-mix,190,2361,2361,2362,2362,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02362.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02362.jpg,0,0,1,0,0,1.0,0.0,0.44069358706474304,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1.0,0,0,1,0,1,376
lab,Lab,fda_mix,FDA-mix,191,2367,2367,2368,2368,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02368.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02368.jpg,1,0,1,0,0,1.0,0.0,0.20129601657390594,1,1.0,1,1,0,0,1,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,377
lab,Lab,fda_mix,FDA-mix,192,2549,2549,2550,2550,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02550.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02550.jpg,0,0,1,0,0,1.0,0.0,0.7223365306854248,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,378
lab,Lab,fda_mix,FDA-mix,193,2551,2551,2552,2552,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02552.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02552.jpg,0,0,1,0,0,1.0,0.0,0.5769186019897461,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,379
lab,Lab,fda_mix,FDA-mix,194,2553,2553,2554,2554,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02554.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02554.jpg,0,0,1,0,0,1.0,0.0,0.5702930092811584,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,380
lab,Lab,fda_mix,FDA-mix,196,2561,2561,2562,2562,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02562.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02562.jpg,0,0,1,0,0,1.0,0.0,0.6586921811103821,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,381
lab,Lab,fda_mix,FDA-mix,209,2728,2728,2729,2729,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02729.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02729.jpg,0,0,1,0,1,1.0,0.0,0.792256772518158,1,1.0,0,1,0,1,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,382
