dataset,dataset_label,model,model_label,segment_index,start_index,end_index,start_frame,end_frame,length,start_image,end_image,low_conf_count,no_detection_count,weird_count,box_jump_count,high_conf_weird_count,bad_rate,good_rate,mean_top1_conf,fda_mix_bad_count,fda_mix_bad_rate,fda_mix_low_conf_count,fda_mix_weird_count,fda_mix_box_jump_count,fda_mix_high_conf_weird_count,fda_mix_max_bad_streak,current_odad_bad_count,current_odad_bad_rate,current_odad_low_conf_count,current_odad_weird_count,current_odad_box_jump_count,current_odad_high_conf_weird_count,current_odad_max_bad_streak,shadow_5500_bad_count,shadow_5500_bad_rate,shadow_5500_low_conf_count,shadow_5500_weird_count,shadow_5500_box_jump_count,shadow_5500_high_conf_weird_count,shadow_5500_max_bad_streak,shadow_6500_bad_count,shadow_6500_bad_rate,shadow_6500_low_conf_count,shadow_6500_weird_count,shadow_6500_box_jump_count,shadow_6500_high_conf_weird_count,shadow_6500_max_bad_streak,rank_by_model_length
lab,Lab,fda_mix,FDA-mix,88,1168,1171,1169,1172,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01169.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01172.jpg,0,0,4,0,3,1.0,0.0,0.815118134021759,4,1.0,0,4,0,3,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,95
lab,Lab,fda_mix,FDA-mix,93,1199,1202,1200,1203,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01200.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01203.jpg,0,0,4,0,4,1.0,0.0,0.8430534601211548,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,96
lab,Lab,fda_mix,FDA-mix,104,1502,1505,1503,1506,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01503.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01506.jpg,0,0,4,0,2,1.0,0.0,0.7671051621437073,4,1.0,0,4,0,2,4,1,0.25,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,97
lab,Lab,fda_mix,FDA-mix,107,1532,1535,1533,1536,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01533.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01536.jpg,0,0,4,0,2,1.0,0.0,0.7358210682868958,4,1.0,0,4,0,2,4,4,1.0,0,4,0,0,4,4,1.0,4,4,0,0,4,4,1.0,4,4,0,0,4,98
lab,Lab,fda_mix,FDA-mix,117,1724,1727,1725,1728,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01725.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01728.jpg,0,0,4,1,0,1.0,0.0,0.6213968396186829,4,1.0,0,4,1,0,4,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,4,1.0,0,4,0,0,4,99
lab,Lab,fda_mix,FDA-mix,128,1787,1790,1788,1791,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01788.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01791.jpg,0,0,4,0,0,1.0,0.0,0.4794244170188904,4,1.0,0,4,0,0,4,2,0.5,0,2,1,0,2,4,1.0,4,4,1,0,4,4,1.0,2,4,0,0,4,100
lab,Lab,fda_mix,FDA-mix,158,2037,2040,2038,2041,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02038.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02041.jpg,2,0,4,0,0,1.0,0.0,0.45588240027427673,4,1.0,2,4,0,0,4,4,1.0,4,0,1,0,4,4,1.0,4,0,0,0,4,4,1.0,4,0,0,0,4,101
lab,Lab,fda_mix,FDA-mix,173,2174,2177,2175,2178,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02175.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02178.jpg,3,0,0,1,0,1.0,0.0,0.27691471576690674,4,1.0,3,0,1,0,4,4,1.0,4,4,4,0,4,3,0.75,3,0,1,0,2,4,1.0,4,0,1,0,4,102
lab,Lab,fda_mix,FDA-mix,214,2774,2777,2775,2778,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02775.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02778.jpg,0,0,3,1,2,1.0,0.0,0.7919262051582336,4,1.0,0,3,1,2,4,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,4,1.0,0,4,0,0,4,103
lab,Lab,fda_mix,FDA-mix,227,2908,2911,2909,2912,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02909.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02912.jpg,1,0,3,0,0,1.0,0.0,0.4708302319049835,4,1.0,1,3,0,0,4,4,1.0,0,4,0,4,4,4,1.0,4,4,1,0,4,4,1.0,4,4,0,0,4,104
lab,Lab,fda_mix,FDA-mix,246,3119,3122,3120,3123,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03120.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03123.jpg,0,0,4,0,0,1.0,0.0,0.6410222053527832,4,1.0,0,4,0,0,4,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,4,1.0,4,0,0,0,4,105
lab,Lab,fda_mix,FDA-mix,250,3145,3148,3146,3149,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03146.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03149.jpg,2,0,2,0,0,1.0,0.0,0.31872454285621643,4,1.0,2,2,0,0,4,4,1.0,4,2,2,0,4,4,1.0,4,0,0,0,4,4,1.0,4,2,1,0,4,106
lab,Lab,fda_mix,FDA-mix,252,3155,3158,3156,3159,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03156.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03159.jpg,2,0,2,0,0,1.0,0.0,0.39741799235343933,4,1.0,2,2,0,0,4,4,1.0,4,0,0,0,4,4,1.0,4,0,0,0,4,4,1.0,4,0,0,0,4,107
lab,Lab,fda_mix,FDA-mix,255,3202,3205,3203,3206,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03203.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03206.jpg,2,0,4,0,0,1.0,0.0,0.2043125033378601,4,1.0,2,4,0,0,4,4,1.0,3,0,1,0,4,4,1.0,4,2,2,0,4,4,1.0,4,3,2,0,4,108
lab,Lab,fda_mix,FDA-mix,267,3424,3427,3425,3428,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03425.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03428.jpg,0,0,4,0,4,1.0,0.0,0.8447902202606201,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,109
lab,Lab,fda_mix,FDA-mix,270,3434,3437,3435,3438,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03435.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03438.jpg,0,0,4,0,4,1.0,0.0,0.7966724038124084,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,110
lab,Lab,fda_mix,FDA-mix,274,3468,3471,3469,3472,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03469.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03472.jpg,0,0,4,0,0,1.0,0.0,0.3384959101676941,4,1.0,0,4,0,0,4,2,0.5,1,1,1,0,2,0,0.0,0,0,0,0,0,1,0.25,1,0,0,0,1,111
lab,Lab,fda_mix,FDA-mix,287,3816,3819,3817,3820,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03817.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03820.jpg,0,0,4,0,2,1.0,0.0,0.7248855233192444,4,1.0,0,4,0,2,4,4,1.0,0,4,0,0,4,4,1.0,0,4,0,0,4,4,1.0,0,4,0,0,4,112
lab,Lab,fda_mix,FDA-mix,288,3823,3826,3824,3827,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03824.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03827.jpg,0,0,4,0,4,1.0,0.0,0.8249969482421875,4,1.0,0,4,0,4,4,4,1.0,0,4,0,2,4,4,1.0,0,4,1,3,4,4,1.0,0,4,1,0,4,113
lab,Lab,fda_mix,FDA-mix,320,4203,4206,4204,4207,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04204.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04207.jpg,0,0,4,0,3,1.0,0.0,0.8306307792663574,4,1.0,0,4,0,3,4,1,0.25,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,114
lab,Lab,fda_mix,FDA-mix,325,4225,4228,4226,4229,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04226.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04229.jpg,1,0,4,0,3,1.0,0.0,0.6088446974754333,4,1.0,1,4,0,3,4,4,1.0,0,4,1,0,4,1,0.25,1,0,0,0,1,2,0.5,1,1,2,0,2,115
lab,Lab,fda_mix,FDA-mix,326,4230,4233,4231,4234,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04231.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04234.jpg,0,0,4,0,4,1.0,0.0,0.8013055324554443,4,1.0,0,4,0,4,4,4,1.0,2,4,0,0,4,0,0.0,0,0,0,0,0,1,0.25,1,0,0,0,1,116
lab,Lab,fda_mix,FDA-mix,337,4475,4478,4476,4479,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04476.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04479.jpg,0,0,4,0,4,1.0,0.0,0.8575108647346497,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,117
lab,Lab,fda_mix,FDA-mix,353,4803,4806,4804,4807,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04804.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04807.jpg,0,0,4,0,3,1.0,0.0,0.8019760847091675,4,1.0,0,4,0,3,4,4,1.0,2,4,2,0,4,0,0.0,0,0,0,0,0,1,0.25,1,0,0,0,1,118
lab,Lab,fda_mix,FDA-mix,384,5198,5201,5199,5202,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05199.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05202.jpg,0,0,4,0,4,1.0,0.0,0.8699597120285034,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,119
lab,Lab,fda_mix,FDA-mix,387,5219,5222,5220,5223,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05220.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05223.jpg,0,0,4,0,4,1.0,0.0,0.8648267388343811,4,1.0,0,4,0,4,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,120
lab,Lab,fda_mix,FDA-mix,427,5867,5870,5868,5871,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05868.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05871.jpg,0,0,4,0,1,1.0,0.0,0.754043698310852,4,1.0,0,4,0,1,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,121
lab,Lab,fda_mix,FDA-mix,483,6488,6491,6489,6492,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06489.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06492.jpg,0,0,3,1,0,1.0,0.0,0.575507640838623,4,1.0,0,3,1,0,4,4,1.0,1,4,2,0,4,1,0.25,1,0,0,0,1,1,0.25,1,0,0,0,1,122
lab,Lab,fda_mix,FDA-mix,492,6652,6655,6653,6656,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06653.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06656.jpg,0,0,4,0,3,1.0,0.0,0.7805354595184326,4,1.0,0,4,0,3,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,123
lab,Lab,fda_mix,FDA-mix,498,6684,6687,6685,6688,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06685.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06688.jpg,0,0,4,0,0,1.0,0.0,0.7414380311965942,4,1.0,0,4,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,124
lab,Lab,fda_mix,FDA-mix,32,514,516,515,517,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00515.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00517.jpg,0,0,3,0,2,1.0,0.0,0.7750434279441833,3,1.0,0,3,0,2,3,3,1.0,0,3,0,0,3,3,1.0,0,3,0,1,3,3,1.0,0,3,0,2,3,125
lab,Lab,fda_mix,FDA-mix,38,559,561,560,562,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00560.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00562.jpg,0,0,3,1,3,1.0,0.0,0.8132603764533997,3,1.0,0,3,1,3,3,3,1.0,0,3,0,1,3,1,0.3333333432674408,0,1,1,0,1,3,1.0,0,3,0,0,3,126
lab,Lab,fda_mix,FDA-mix,57,829,831,830,832,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00830.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00832.jpg,0,0,3,0,3,1.0,0.0,0.9169428944587708,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,127
lab,Lab,fda_mix,FDA-mix,80,982,984,983,985,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00983.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00985.jpg,2,0,2,0,0,1.0,0.0,0.33232399821281433,3,1.0,2,2,0,0,3,2,0.6666666865348816,0,2,1,1,2,3,1.0,3,1,1,0,3,3,1.0,3,2,1,0,3,128
lab,Lab,fda_mix,FDA-mix,94,1204,1206,1205,1207,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01205.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01207.jpg,0,0,3,0,3,1.0,0.0,0.8501189351081848,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,129
lab,Lab,fda_mix,FDA-mix,108,1543,1545,1544,1546,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01544.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01546.jpg,0,0,3,0,1,1.0,0.0,0.6726572513580322,3,1.0,0,3,0,1,3,3,1.0,1,3,0,0,3,3,1.0,3,3,0,0,3,3,1.0,3,1,3,0,3,130
lab,Lab,fda_mix,FDA-mix,113,1670,1672,1671,1673,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01671.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01673.jpg,0,0,2,1,2,1.0,0.0,0.7996180057525635,3,1.0,0,2,1,2,3,3,1.0,0,3,0,3,3,2,0.6666666865348816,0,1,2,0,2,3,1.0,0,3,1,0,3,131
lab,Lab,fda_mix,FDA-mix,115,1700,1702,1701,1703,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01701.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01703.jpg,0,0,2,2,0,1.0,0.0,0.6300435662269592,3,1.0,0,2,2,0,3,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,3,1.0,0,3,0,3,3,132
lab,Lab,fda_mix,FDA-mix,120,1746,1748,1747,1749,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01747.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01749.jpg,0,0,2,2,0,1.0,0.0,0.3324046730995178,3,1.0,0,2,2,0,3,3,1.0,0,3,0,1,3,0,0.0,0,0,0,0,0,2,0.6666666865348816,0,1,2,0,2,133
lab,Lab,fda_mix,FDA-mix,127,1782,1784,1783,1785,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01783.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01785.jpg,3,0,1,0,0,1.0,0.0,0.06436558812856674,3,1.0,3,1,0,0,3,3,1.0,0,3,0,0,3,3,1.0,3,2,0,0,3,3,1.0,3,3,0,0,3,134
lab,Lab,fda_mix,FDA-mix,147,1985,1987,1986,1988,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01986.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01988.jpg,0,0,3,0,3,1.0,0.0,0.8452338576316833,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,135
lab,Lab,fda_mix,FDA-mix,148,1989,1991,1990,1992,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01990.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01992.jpg,0,0,3,0,3,1.0,0.0,0.8917816281318665,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,136
lab,Lab,fda_mix,FDA-mix,152,2006,2008,2007,2009,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02007.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02009.jpg,0,0,3,0,0,1.0,0.0,0.6808469891548157,3,1.0,0,3,0,0,3,2,0.6666666865348816,2,0,0,0,2,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,137
lab,Lab,fda_mix,FDA-mix,155,2024,2026,2025,2027,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02025.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02027.jpg,0,0,3,0,3,1.0,0.0,0.810738742351532,3,1.0,0,3,0,3,3,3,1.0,3,0,1,0,3,1,0.3333333432674408,1,0,0,0,1,2,0.6666666865348816,2,0,0,0,1,138
lab,Lab,fda_mix,FDA-mix,195,2557,2559,2558,2560,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02558.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02560.jpg,0,0,1,2,1,1.0,0.0,0.793860137462616,3,1.0,0,1,2,1,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,139
lab,Lab,fda_mix,FDA-mix,199,2596,2598,2597,2599,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02597.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02599.jpg,0,0,3,0,0,1.0,0.0,0.6838546395301819,3,1.0,0,3,0,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,140
lab,Lab,fda_mix,FDA-mix,204,2683,2685,2684,2686,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02684.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02686.jpg,0,0,3,0,0,1.0,0.0,0.519191324710846,3,1.0,0,3,0,0,3,3,1.0,0,3,0,1,3,3,1.0,3,3,0,0,3,3,1.0,2,3,0,0,3,141
lab,Lab,fda_mix,FDA-mix,207,2704,2706,2705,2707,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02705.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02707.jpg,0,0,3,0,3,1.0,0.0,0.8847323060035706,3,1.0,0,3,0,3,3,3,1.0,1,3,0,0,3,3,1.0,3,3,2,0,3,3,1.0,0,3,2,0,3,142
lab,Lab,fda_mix,FDA-mix,216,2794,2796,2795,2797,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02795.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02797.jpg,0,0,2,2,0,1.0,0.0,0.5238559246063232,3,1.0,0,2,2,0,3,3,1.0,0,3,0,3,3,3,1.0,0,2,1,0,3,3,1.0,0,3,0,1,3,143
lab,Lab,fda_mix,FDA-mix,220,2836,2838,2837,2839,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02837.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02839.jpg,0,0,2,2,0,1.0,0.0,0.6186121106147766,3,1.0,0,2,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,144
lab,Lab,fda_mix,FDA-mix,228,2914,2916,2915,2917,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02915.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02917.jpg,0,0,3,0,0,1.0,0.0,0.5780547261238098,3,1.0,0,3,0,0,3,3,1.0,0,3,0,2,3,3,1.0,3,3,0,0,3,3,1.0,2,3,0,0,3,145
lab,Lab,fda_mix,FDA-mix,248,3136,3138,3137,3139,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03137.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03139.jpg,0,0,3,0,0,1.0,0.0,0.6810920238494873,3,1.0,0,3,0,0,3,3,1.0,3,0,1,0,3,3,1.0,3,0,0,0,3,3,1.0,3,0,1,0,3,146
lab,Lab,fda_mix,FDA-mix,254,3195,3197,3196,3198,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03196.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03198.jpg,3,0,3,0,0,1.0,0.0,0.1648080199956894,3,1.0,3,3,0,0,3,1,0.3333333432674408,1,1,1,0,1,3,1.0,3,1,1,0,3,1,0.3333333432674408,1,1,1,0,1,147
lab,Lab,fda_mix,FDA-mix,262,3387,3389,3388,3390,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03388.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03390.jpg,0,0,3,0,3,1.0,0.0,0.8348942399024963,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,148
lab,Lab,fda_mix,FDA-mix,278,3573,3575,3574,3576,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03574.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03576.jpg,2,1,0,1,0,1.0,0.0,0.16449181735515594,3,1.0,2,0,1,0,3,3,1.0,2,2,2,0,3,3,1.0,2,2,2,0,3,3,1.0,2,2,2,0,3,149
lab,Lab,fda_mix,FDA-mix,284,3792,3794,3793,3795,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03793.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03795.jpg,0,0,3,0,0,1.0,0.0,0.6970758438110352,3,1.0,0,3,0,0,3,3,1.0,0,3,0,0,3,3,1.0,0,3,2,0,3,3,1.0,0,3,1,0,3,150
lab,Lab,fda_mix,FDA-mix,294,3848,3850,3849,3851,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03849.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03851.jpg,0,0,3,0,2,1.0,0.0,0.7689470648765564,3,1.0,0,3,0,2,3,3,1.0,0,3,0,3,3,3,1.0,0,3,0,0,3,3,1.0,0,3,0,0,3,151
lab,Lab,fda_mix,FDA-mix,331,4280,4282,4281,4283,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04281.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04283.jpg,1,0,3,0,0,1.0,0.0,0.33709827065467834,3,1.0,1,3,0,0,3,0,0.0,0,0,0,0,0,3,1.0,3,0,0,0,3,3,1.0,3,0,0,0,3,152
lab,Lab,fda_mix,FDA-mix,341,4495,4497,4496,4498,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04496.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04498.jpg,0,0,3,0,1,1.0,0.0,0.7270264625549316,3,1.0,0,3,0,1,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,153
lab,Lab,fda_mix,FDA-mix,345,4554,4556,4555,4557,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04555.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04557.jpg,1,0,3,0,0,1.0,0.0,0.3690347671508789,3,1.0,1,3,0,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,154
lab,Lab,fda_mix,FDA-mix,352,4799,4801,4800,4802,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04800.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04802.jpg,0,0,3,0,0,1.0,0.0,0.6381745934486389,3,1.0,0,3,0,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,155
lab,Lab,fda_mix,FDA-mix,360,4883,4885,4884,4886,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04884.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04886.jpg,0,0,3,0,1,1.0,0.0,0.663537323474884,3,1.0,0,3,0,1,3,3,1.0,0,3,0,0,3,3,1.0,3,3,2,0,3,3,1.0,3,3,0,0,3,156
lab,Lab,fda_mix,FDA-mix,362,4896,4898,4897,4899,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04897.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04899.jpg,0,0,3,0,1,1.0,0.0,0.6661862730979919,3,1.0,0,3,0,1,3,3,1.0,0,3,0,3,3,3,1.0,3,3,1,0,3,3,1.0,3,3,1,0,3,157
lab,Lab,fda_mix,FDA-mix,369,4953,4955,4954,4956,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04954.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04956.jpg,0,0,3,0,3,1.0,0.0,0.7843158841133118,3,1.0,0,3,0,3,3,3,1.0,0,3,0,3,3,3,1.0,0,3,0,1,3,3,1.0,0,3,0,3,3,158
lab,Lab,fda_mix,FDA-mix,392,5261,5263,5262,5264,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05262.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05264.jpg,0,0,3,0,3,1.0,0.0,0.90604567527771,3,1.0,0,3,0,3,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,159
