frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,student_delta_conf,student_pre_post_iou,student_pre_post_center_shift,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
1240,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01241.jpg,1936,1216,1,0.778739,815.711,471.991,1035.547,884.419,0.950711,1,0.749321,815.555,471.396,1035.104,806.874,0.960897,1,0.749321,815.555,471.396,1035.104,806.874,0.960897,0.000000,1.000000,0.000000,0,0,,,,,11.740,11.553,11.581
1241,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01242.jpg,1936,1216,1,0.739978,814.886,471.425,1035.534,885.838,0.991434,1,0.710147,814.796,470.752,1035.016,807.681,0.991865,1,0.710147,814.796,470.752,1035.016,807.681,0.991865,0.000000,1.000000,0.000000,0,0,,,,,13.035,12.095,11.791
1242,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01243.jpg,1936,1216,1,0.745383,813.912,474.474,1032.658,859.983,0.914376,1,0.715162,813.875,473.771,1032.058,798.791,0.947875,1,0.715162,813.875,473.771,1032.058,798.791,0.947875,0.000000,1.000000,0.000000,0,0,,,,,11.932,12.098,11.807
1243,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01244.jpg,1936,1216,1,0.786003,812.975,473.828,1029.748,862.779,0.973909,1,0.752848,812.986,473.067,1028.974,801.421,0.972031,1,0.752848,812.986,473.067,1028.974,801.421,0.972031,0.000000,1.000000,0.000000,0,0,,,,,12.633,12.813,12.169
1244,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01245.jpg,1936,1216,1,0.757532,813.040,475.669,1026.299,845.461,0.935332,1,0.721650,813.040,474.951,1025.449,795.787,0.960914,1,0.721650,813.040,474.951,1025.449,795.787,0.960914,0.000000,1.000000,0.000000,0,0,,,,,12.081,11.820,11.659
1245,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01246.jpg,1936,1216,1,0.670613,809.779,478.048,1021.058,797.884,0.832639,1,0.642004,809.794,477.334,1020.016,782.016,0.912124,1,0.642004,809.794,477.334,1020.016,782.016,0.912124,0.000000,1.000000,0.000000,0,0,,,,,12.581,12.020,11.668
1246,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01247.jpg,1936,1216,1,0.670613,809.779,478.048,1021.058,797.884,1.000000,1,0.642004,809.794,477.334,1020.016,782.016,1.000000,1,0.642004,809.794,477.334,1020.016,782.016,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.840,11.866,11.707
1247,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01248.jpg,1936,1216,1,0.595501,807.973,477.952,1017.926,828.199,0.893149,1,0.563094,807.940,477.327,1017.028,790.962,0.949657,1,0.563094,807.940,477.327,1017.028,790.962,0.949657,0.000000,1.000000,0.000000,0,0,,,,,12.558,12.176,11.835
1248,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01249.jpg,1936,1216,1,0.658460,809.672,474.695,1016.312,859.918,0.896146,1,0.615165,809.649,473.989,1015.431,802.747,0.939601,1,0.615165,809.649,473.989,1015.431,802.747,0.939601,0.000000,1.000000,0.000000,0,0,,,,,11.738,11.801,11.784
1249,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01250.jpg,1936,1216,1,0.540274,808.531,473.259,1012.079,876.232,0.932061,1,0.520818,808.488,472.630,1011.321,806.651,0.959474,1,0.520818,808.488,472.630,1011.321,806.651,0.959474,0.000000,1.000000,0.000000,0,0,,,,,12.598,12.089,12.172
1250,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01251.jpg,1936,1216,1,0.317746,37.261,373.779,1133.930,1216.000,0.088806,1,0.144803,807.123,451.874,1007.051,894.679,0.737301,1,0.144803,807.123,451.874,1007.051,894.679,0.737301,0.000000,1.000000,0.000000,0,0,,,,,11.998,12.324,11.780
1251,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01252.jpg,1936,1216,1,0.283576,809.458,426.356,1006.756,1050.275,0.133276,1,0.243965,809.667,425.844,1005.813,1016.041,0.739566,1,0.243965,809.667,425.844,1005.813,1016.041,0.739566,0.000000,1.000000,0.000000,0,0,,,,,12.407,12.129,11.731
1252,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01253.jpg,1936,1216,1,0.267755,735.551,832.883,1019.528,1171.880,0.243045,1,0.264920,735.970,833.321,1019.004,1179.019,0.201609,1,0.264920,735.970,833.321,1019.004,1179.019,0.201609,0.000000,1.000000,0.000000,0,0,,,,,12.438,11.831,11.781
1253,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01254.jpg,1936,1216,1,0.267755,735.551,832.883,1019.528,1171.880,1.000000,1,0.264920,735.970,833.321,1019.004,1179.019,1.000000,1,0.264920,735.970,833.321,1019.004,1179.019,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.710,12.264,11.975
1254,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01255.jpg,1936,1216,1,0.228273,808.386,465.037,1002.284,997.477,0.190429,1,0.215148,756.040,839.850,1018.078,1142.814,0.811371,1,0.215148,756.040,839.850,1018.078,1142.814,0.811371,0.000000,1.000000,0.000000,0,0,,,,,11.887,11.672,11.896
1255,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01256.jpg,1936,1216,1,0.203911,807.053,455.263,1001.703,1033.205,0.912448,1,0.180489,806.985,454.921,1001.449,996.111,0.197008,1,0.180489,806.985,454.921,1001.449,996.111,0.197008,0.000000,1.000000,0.000000,0,0,,,,,12.435,11.835,11.892
1256,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01257.jpg,1936,1216,1,0.482191,807.076,426.277,997.602,1028.058,0.924702,1,0.443233,807.513,426.021,997.606,988.308,0.915635,1,0.443233,807.513,426.021,997.606,988.308,0.915635,0.000000,1.000000,0.000000,0,0,,,,,11.622,12.078,11.480
1257,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01258.jpg,1936,1216,1,0.317185,0.000,411.036,1026.279,1213.023,0.139303,1,0.170834,0.000,410.959,1025.227,1213.207,0.129956,1,0.170834,0.000,410.959,1025.227,1213.207,0.129956,0.000000,1.000000,0.000000,0,0,,,,,12.445,12.332,11.931
1258,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01259.jpg,1936,1216,1,0.248044,0.000,387.286,1030.126,1214.439,0.965954,1,0.130511,0.000,387.268,1029.097,1214.739,0.965871,1,0.130511,0.000,387.268,1029.097,1214.739,0.965871,0.000000,1.000000,0.000000,0,0,,,,,11.609,11.470,11.548
1259,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01260.jpg,1936,1216,1,0.196422,0.000,368.513,1040.089,1200.895,0.952730,1,0.106505,0.000,368.516,1039.003,1201.151,0.952761,1,0.106505,0.000,368.516,1039.003,1201.151,0.952761,0.000000,1.000000,0.000000,0,0,,,,,12.336,12.157,11.437
1260,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01261.jpg,1936,1216,1,0.196422,0.000,368.513,1040.089,1200.895,1.000000,1,0.106505,0.000,368.516,1039.003,1201.151,1.000000,1,0.106505,0.000,368.516,1039.003,1201.151,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.501,11.540,11.470
1261,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01262.jpg,1936,1216,1,0.187189,0.000,372.263,1044.363,1198.605,0.988710,1,0.165208,777.130,825.177,1023.059,1161.665,0.095655,1,0.165208,777.130,825.177,1023.059,1161.665,0.095655,0.000000,1.000000,0.000000,0,0,,,,,12.589,12.021,11.731
1262,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01263.jpg,1936,1216,1,0.250393,0.000,407.587,1034.950,1196.386,0.945964,1,0.138136,0.000,407.420,1033.935,1196.655,0.101409,1,0.138136,0.000,407.420,1033.935,1196.655,0.101409,0.000000,1.000000,0.000000,0,0,,,,,11.700,11.492,11.660
1263,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01264.jpg,1936,1216,1,0.404807,0.000,445.947,1024.935,1193.027,0.937947,1,0.240861,0.000,445.936,1023.792,1193.233,0.937573,1,0.240861,0.000,445.936,1023.792,1193.233,0.937573,0.000000,1.000000,0.000000,0,0,,,,,12.499,11.948,12.071
1264,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01265.jpg,1936,1216,1,0.339392,0.000,444.465,1022.190,1189.782,0.991030,1,0.303520,806.590,478.598,991.813,789.767,0.075334,1,0.303520,806.590,478.598,991.813,789.767,0.075334,0.000000,1.000000,0.000000,0,0,,,,,11.570,12.183,11.599
1265,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01266.jpg,1936,1216,1,0.222056,0.000,435.308,1025.675,1188.535,0.982864,1,0.132129,0.000,435.273,1024.503,1188.897,0.074649,1,0.132129,0.000,435.273,1024.503,1188.897,0.074649,0.000000,1.000000,0.000000,0,0,,,,,12.368,11.838,11.618
1266,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01267.jpg,1936,1216,1,0.186523,0.000,431.268,1018.827,1184.149,0.982307,1,0.120893,798.998,484.174,988.613,789.441,0.074969,1,0.120893,798.998,484.174,988.613,789.441,0.074969,0.000000,1.000000,0.000000,0,0,,,,,14.836,14.856,12.643
1267,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01268.jpg,1936,1216,1,0.186523,0.000,431.268,1018.827,1184.149,1.000000,1,0.120893,798.998,484.174,988.613,789.441,1.000000,1,0.120893,798.998,484.174,988.613,789.441,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.646,12.335,11.729
1268,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01269.jpg,1936,1216,1,0.318571,0.000,445.034,1014.759,1184.651,0.977147,1,0.198253,796.989,479.829,988.925,759.734,0.880280,1,0.198253,796.989,479.829,988.925,759.734,0.880280,0.000000,1.000000,0.000000,0,0,,,,,12.244,11.502,11.316
1269,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01270.jpg,1936,1216,1,0.454351,796.862,481.175,983.893,766.502,0.071103,1,0.447500,796.068,482.604,983.664,782.242,0.888864,1,0.447500,796.068,482.604,983.664,782.242,0.888864,0.000000,1.000000,0.000000,0,0,,,,,12.330,11.807,11.493
1270,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01271.jpg,1936,1216,1,0.454351,796.862,481.175,983.893,766.502,1.000000,1,0.447500,796.068,482.604,983.664,782.242,1.000000,1,0.447500,796.068,482.604,983.664,782.242,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.547,11.945,11.442
1271,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01272.jpg,1936,1216,1,0.399140,796.858,478.404,982.641,788.678,0.913916,1,0.391252,796.643,479.600,982.626,798.827,0.931057,1,0.391252,796.643,479.600,982.626,798.827,0.931057,0.000000,1.000000,0.000000,0,0,,,,,12.266,11.929,12.500
1272,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01273.jpg,1936,1216,1,0.305947,0.000,445.647,1014.045,1184.349,0.076953,1,0.194235,796.392,481.383,987.492,775.145,0.897502,1,0.194235,796.392,481.383,987.492,775.145,0.897502,0.000000,1.000000,0.000000,0,0,,,,,11.767,11.367,11.182
1273,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01274.jpg,1936,1216,1,0.400568,797.770,479.389,993.825,753.754,0.071809,1,0.393894,797.617,480.670,993.330,771.338,0.949710,1,0.393894,797.617,480.670,993.330,771.338,0.949710,0.000000,1.000000,0.000000,0,0,,,,,12.184,11.827,11.528
1274,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01275.jpg,1936,1216,1,0.539252,800.262,478.698,993.806,767.420,0.938699,1,0.530534,800.114,479.905,993.297,784.015,0.943986,1,0.530534,800.114,479.905,993.297,784.015,0.943986,0.000000,1.000000,0.000000,0,0,,,,,11.322,11.361,11.331
1275,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01276.jpg,1936,1216,1,0.539252,800.262,478.698,993.806,767.420,1.000000,1,0.530534,800.114,479.905,993.297,784.015,1.000000,1,0.530534,800.114,479.905,993.297,784.015,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.178,11.734,11.379
1276,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01277.jpg,1936,1216,1,0.324264,798.711,480.314,995.078,750.115,0.921898,1,0.317833,798.574,481.695,994.564,768.357,0.929890,1,0.317833,798.574,481.695,994.564,768.357,0.929890,0.000000,1.000000,0.000000,0,0,,,,,11.799,11.340,11.587
1277,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01278.jpg,1936,1216,1,0.452777,797.584,478.823,997.020,755.734,0.959332,1,0.445204,797.455,480.099,996.456,774.273,0.959719,1,0.445204,797.455,480.099,996.456,774.273,0.959719,0.000000,1.000000,0.000000,0,0,,,,,12.855,11.862,11.835
1278,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01279.jpg,1936,1216,1,0.445310,0.000,454.009,1031.655,1184.359,0.073296,1,0.244117,0.000,454.006,1030.445,1184.666,0.077754,1,0.244117,0.000,454.006,1030.445,1184.666,0.077754,0.000000,1.000000,0.000000,0,0,,,,,11.386,12.512,11.635
1279,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01280.jpg,1936,1216,1,0.445310,0.000,454.009,1031.655,1184.359,1.000000,1,0.244117,0.000,454.006,1030.445,1184.666,1.000000,1,0.244117,0.000,454.006,1030.445,1184.666,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.283,11.606,11.508
1280,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01281.jpg,1936,1216,1,0.345670,794.303,480.554,998.329,762.101,0.076238,1,0.339534,794.152,482.056,997.755,780.501,0.080707,1,0.339534,794.152,482.056,997.755,780.501,0.080707,0.000000,1.000000,0.000000,0,0,,,,,11.587,11.858,11.420
1281,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01282.jpg,1936,1216,1,0.503493,601.967,0.000,1936.000,1211.966,0.035529,1,0.317367,789.081,484.814,996.500,781.871,0.956571,1,0.317367,789.081,484.814,996.500,781.871,0.956571,0.000000,1.000000,0.000000,0,0,,,,,12.329,11.777,12.023
1282,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01283.jpg,1936,1216,1,0.551929,448.192,0.000,1936.000,1216.000,0.893669,1,0.308111,785.854,486.183,991.748,782.506,0.955760,1,0.308111,785.854,486.183,991.748,782.506,0.955760,0.000000,1.000000,0.000000,0,0,,,,,12.163,13.667,12.253
1283,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01284.jpg,1936,1216,1,0.513831,783.732,482.803,990.003,756.249,0.031177,1,0.505228,783.483,484.593,989.661,775.138,0.949487,1,0.505228,783.483,484.593,989.661,775.138,0.949487,0.000000,1.000000,0.000000,0,0,,,,,13.328,14.586,12.449
1284,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01285.jpg,1936,1216,1,0.365150,778.147,481.882,988.554,760.127,0.950236,1,0.358377,777.937,483.546,988.290,777.734,0.955425,1,0.358377,777.937,483.546,988.290,777.734,0.955425,0.000000,1.000000,0.000000,0,0,,,,,13.384,11.904,12.643
1285,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01286.jpg,1936,1216,1,0.365150,778.147,481.882,988.554,760.127,1.000000,1,0.358377,777.937,483.546,988.290,777.734,1.000000,1,0.358377,777.937,483.546,988.290,777.734,1.000000,0.000000,1.000000,0.000000,0,0,,,,,15.302,11.981,12.430
1286,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01287.jpg,1936,1216,1,0.406101,775.817,482.565,990.224,765.504,0.960420,1,0.400066,775.673,484.267,989.905,781.132,0.968347,1,0.400066,775.673,484.267,989.905,781.132,0.968347,0.000000,1.000000,0.000000,0,0,,,,,11.914,11.764,11.437
1287,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01288.jpg,1936,1216,1,0.705990,771.463,482.333,983.911,746.645,0.888309,1,0.699431,771.253,483.873,983.631,762.707,0.892030,1,0.699431,771.253,483.873,983.631,762.707,0.892030,0.000000,1.000000,0.000000,0,0,,,,,12.266,12.319,11.552
1288,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01289.jpg,1936,1216,1,0.705990,771.463,482.333,983.911,746.645,1.000000,1,0.699431,771.253,483.873,983.631,762.707,1.000000,1,0.699431,771.253,483.873,983.631,762.707,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.542,11.422,11.726
1289,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01290.jpg,1936,1216,1,0.558465,768.512,479.538,980.638,755.668,0.930151,1,0.551320,768.457,480.929,980.258,775.361,0.920640,1,0.551320,768.457,480.929,980.258,775.361,0.920640,0.000000,1.000000,0.000000,0,0,,,,,12.433,11.915,11.610
1290,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01291.jpg,1936,1216,1,0.295806,763.312,479.402,981.728,757.824,0.963206,1,0.291642,763.296,480.809,981.291,777.503,0.964178,1,0.291642,763.296,480.809,981.291,777.503,0.964178,0.000000,1.000000,0.000000,0,0,,,,,11.586,11.294,11.615
1291,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01292.jpg,1936,1216,1,0.410183,757.852,479.744,977.770,770.988,0.914314,1,0.403716,757.818,481.244,977.349,786.877,0.927686,1,0.403716,757.818,481.244,977.349,786.877,0.927686,0.000000,1.000000,0.000000,0,0,,,,,12.300,11.780,11.519
1292,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01293.jpg,1936,1216,1,0.410183,757.852,479.744,977.770,770.988,1.000000,1,0.403716,757.818,481.244,977.349,786.877,1.000000,1,0.403716,757.818,481.244,977.349,786.877,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.444,11.607,11.333
1293,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01294.jpg,1936,1216,1,0.634672,764.579,482.184,986.581,742.396,0.836187,1,0.627788,764.676,483.927,986.228,757.755,0.837599,1,0.627788,764.676,483.927,986.228,757.755,0.837599,0.000000,1.000000,0.000000,0,0,,,,,12.224,11.666,11.380
1294,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01295.jpg,1936,1216,1,0.632503,756.239,0.000,1936.000,1216.000,0.040268,1,0.399229,746.972,0.000,1928.850,1216.000,0.042213,1,0.399229,746.972,0.000,1928.850,1216.000,0.042213,0.000000,1.000000,0.000000,0,0,,,,,11.276,12.310,14.231
1295,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01296.jpg,1936,1216,1,0.529553,746.314,0.000,1934.373,1215.767,0.990102,1,0.426497,746.291,0.000,1934.382,1215.933,0.994716,1,0.426497,746.291,0.000,1934.382,1215.933,0.994716,0.000000,1.000000,0.000000,0,0,,,,,12.351,11.857,11.518
1296,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01297.jpg,1936,1216,1,0.522123,745.162,0.000,1930.820,1216.000,0.995853,1,0.464126,770.759,478.356,995.772,850.200,0.057917,1,0.464126,770.759,478.356,995.772,850.200,0.057917,0.000000,1.000000,0.000000,0,0,,,,,12.117,11.803,11.105
1297,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01298.jpg,1936,1216,1,0.553226,770.763,479.757,994.092,775.804,0.045858,1,0.546379,770.803,481.432,993.567,793.885,0.831883,1,0.546379,770.803,481.432,993.567,793.885,0.831883,0.000000,1.000000,0.000000,0,0,,,,,12.275,11.859,11.364
1298,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01299.jpg,1936,1216,1,0.541406,771.402,479.641,998.110,745.841,0.881610,1,0.535164,771.423,481.200,997.583,760.898,0.877131,1,0.535164,771.423,481.200,997.583,760.898,0.877131,0.000000,1.000000,0.000000,0,0,,,,,11.340,11.242,11.238
1299,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01300.jpg,1936,1216,1,0.600698,769.891,481.096,1001.172,979.641,0.519053,1,0.561234,768.760,481.031,995.707,834.422,0.777099,1,0.561234,768.760,481.031,995.707,834.422,0.777099,0.000000,1.000000,0.000000,0,0,,,,,12.280,11.749,11.406
1300,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01301.jpg,1936,1216,1,0.600698,769.891,481.096,1001.172,979.641,1.000000,1,0.561234,768.760,481.031,995.707,834.422,1.000000,1,0.561234,768.760,481.031,995.707,834.422,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.051,11.770,11.942
1301,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01302.jpg,1936,1216,1,0.564564,766.036,482.595,1001.737,971.280,0.962198,1,0.529880,766.058,482.338,998.081,810.110,0.908656,1,0.529880,766.058,482.338,998.081,810.110,0.908656,0.000000,1.000000,0.000000,0,0,,,,,12.900,11.893,12.027
1302,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01303.jpg,1936,1216,1,0.586086,761.992,480.766,992.826,751.209,0.522052,1,0.580298,762.305,482.748,992.183,775.269,0.857394,1,0.580298,762.305,482.748,992.183,775.269,0.857394,0.000000,1.000000,0.000000,0,0,,,,,11.503,11.508,11.531
1303,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01304.jpg,1936,1216,1,0.622983,760.742,479.990,998.842,1059.630,0.452333,1,0.545757,761.002,480.168,998.469,995.900,0.549069,1,0.545757,761.002,480.168,998.469,995.900,0.549069,0.000000,1.000000,0.000000,0,0,,,,,12.126,11.689,11.416
1304,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01305.jpg,1936,1216,1,0.705578,760.018,479.678,993.542,746.551,0.448772,1,0.699353,760.376,481.508,992.870,767.878,0.541383,1,0.699353,760.376,481.508,992.870,767.878,0.541383,0.000000,1.000000,0.000000,0,0,,,,,11.879,11.502,11.206
1305,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01306.jpg,1936,1216,1,0.788409,759.469,479.450,998.380,847.468,0.708810,1,0.785764,759.351,478.783,998.198,801.284,0.864347,1,0.785764,759.351,478.783,998.198,801.284,0.864347,0.000000,1.000000,0.000000,0,0,,,,,12.167,11.636,11.338
1306,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01307.jpg,1936,1216,1,0.775336,761.448,479.321,1001.772,875.033,0.909918,1,0.769402,761.297,478.655,1001.474,814.077,0.941036,1,0.769402,761.297,478.655,1001.474,814.077,0.941036,0.000000,1.000000,0.000000,0,0,,,,,11.802,11.224,11.347
1307,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01308.jpg,1936,1216,1,0.804576,766.098,478.987,1008.450,849.723,0.893917,1,0.802650,765.937,478.123,1007.714,808.607,0.939182,1,0.802224,765.981,478.246,1007.652,808.836,0.940213,-0.000426,0.998497,0.176268,1,1,3.771448,1.075139,1.258819,1.437490,12.203,11.838,11.991
1308,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01309.jpg,1936,1216,1,0.804574,766.098,478.987,1008.450,849.668,0.999847,1,0.802224,765.981,478.246,1007.652,808.836,0.998497,1,0.801852,766.059,478.246,1007.534,809.092,0.998414,-0.000372,0.998414,0.129579,1,1,3.481472,0.898682,1.181027,1.401764,11.749,11.216,11.309
1309,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01310.jpg,1936,1216,1,0.839725,774.153,480.155,1020.006,821.028,0.851676,1,0.814202,774.262,479.324,1018.379,794.283,0.882745,1,0.813129,774.483,479.270,1018.373,794.480,0.881795,-0.001073,0.998273,0.128772,1,1,4.077732,1.018346,1.786959,1.272427,12.075,12.409,12.927
1310,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01311.jpg,1936,1216,1,0.842984,775.612,479.237,1022.627,829.597,0.957099,1,0.812499,776.005,478.239,1020.935,802.663,0.954106,1,0.811113,776.443,478.259,1020.869,802.933,0.953511,-0.001386,0.997052,0.236237,1,1,3.592654,0.950860,1.394727,1.247066,11.801,11.169,11.362
1311,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01312.jpg,1936,1216,1,0.845398,776.025,480.334,1024.096,799.076,0.903347,1,0.816750,776.866,479.391,1022.310,788.701,0.945005,1,0.815624,777.055,479.454,1022.104,788.925,0.946235,-0.001126,0.997467,0.143871,1,1,2.491150,0.555768,0.797330,1.138051,11.967,11.569,11.540
1312,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01313.jpg,1936,1216,1,0.828446,775.931,480.226,1027.664,801.957,0.976294,1,0.793464,776.974,479.302,1025.661,789.283,0.983963,1,0.792298,777.364,479.413,1025.312,789.505,0.983857,-0.001166,0.995959,0.167575,1,1,3.099999,0.778120,1.071933,1.249946,11.526,11.431,12.153
1313,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01314.jpg,1936,1216,1,0.790796,776.180,479.244,1031.378,819.831,0.930029,1,0.740816,777.645,478.354,1029.100,796.014,0.959980,1,0.740816,777.645,478.354,1029.100,796.014,0.960420,0.000000,1.000000,0.000000,0,0,,,,,12.165,11.634,11.516
1314,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01315.jpg,1936,1216,1,0.692850,759.800,480.598,1028.403,840.058,0.873917,1,0.670860,760.154,480.024,1026.311,803.258,0.899738,1,0.670860,760.154,480.024,1026.311,803.258,0.899738,0.000000,1.000000,0.000000,0,0,,,,,11.542,11.101,11.418
1315,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01316.jpg,1936,1216,1,0.722754,719.444,480.219,987.102,745.810,0.561525,1,0.709692,721.271,479.217,985.596,755.605,0.640757,1,0.709692,721.271,479.217,985.596,755.605,0.640757,0.000000,1.000000,0.000000,0,0,,,,,11.998,11.503,11.177
1316,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01317.jpg,1936,1216,1,0.814929,711.300,480.437,978.878,737.458,0.911168,1,0.799762,712.758,479.524,976.709,749.441,0.914972,1,0.798788,713.000,479.655,976.356,749.575,0.914510,-0.000974,0.996764,0.143895,1,1,1.559178,0.344468,0.433176,0.781534,11.310,11.154,12.077
1317,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01318.jpg,1936,1216,1,0.830886,707.997,481.064,977.147,777.214,0.848619,1,0.805448,709.394,480.355,974.609,776.570,0.888026,1,0.804438,709.494,480.515,974.159,776.654,0.887271,-0.001010,0.997102,0.213258,1,1,2.746955,0.713598,0.811927,1.221431,12.110,12.029,11.969
1318,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01319.jpg,1936,1216,1,0.838881,705.026,481.786,977.290,778.725,0.981171,1,0.816635,706.222,481.299,974.343,779.050,0.975918,1,0.815617,706.287,481.451,973.797,779.042,0.975734,-0.001018,0.997182,0.251179,1,1,3.154315,0.758304,1.058194,1.337816,11.809,11.952,12.672
1319,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01320.jpg,1936,1216,1,0.818492,697.801,480.170,976.829,799.460,0.904527,1,0.802724,698.145,479.943,973.418,788.781,0.932791,1,0.801581,698.145,480.057,973.046,788.777,0.932940,-0.001143,0.998268,0.194204,1,1,3.669001,0.830151,1.508690,1.330160,12.257,12.194,12.097
